Milhouse Van Houten,9,0,0,0,0,5,0,3,4,0,2,0,3,0,0,0,0,29,0,7,3,5,1,5,0,4,9,0,16,0,4,3,13,0,0,4,0,0,1,0,1,0,3,4,19,7,0,6,0,0,7,0,1,7,0,0,0,0,0,2,11,6,0,0,3,0,6,3,1,2,1,2,8,12,0,3,30,0,14,0,0,9,6,0,0,0,0,6,4,22,4,2,0,0,2,1,10,0,4,0,2,12,3,0,2,3,0,0,3,2,9,6,0,0,1,0,1,0,2,0,0,0,7,3,1,0,1,2,0,2,0,2,13,0,12,0,1,0,0,1,7,0,6,0,0,3,6,22,0,5,0,4,0,6,1,4,3,0,3,0,0,1,0,4,0,31,0,0,1,1,6,3,0,1,0,0,3,20,11,0,11,0,0,0,0,0,0,0,3,4,1,0,0,1,0,1,5,2,1,0,0,0,7,3,16,2,1,0,0,6,0,1,0,6,0,5,1,2,9,1,3,14,0,0,0,5,3,0,4,11,0,0,0,0,3,1,9,0,35,6,0,6,5,0,0,0,6,1,0,0,0,0,3,0,15,6,0,9,7,0,0,6,1,32,0,10,7,0,0,0,4,0,15,1,1,5,8,0,11,0,0,2,0,0,0,1,3,0,1,1,6,0,2,0,3,3,1,26,0,0,5,3,0,9,0,0,0,3,11,0,0,2,0,0,0,1,3,0,7,0,0,34,4,0,0,4,0,0,2,2,0,0,5,0,0,0,1,9,4,0,0,1,1,0,0,4,1,0,0,0,0,7,0,1,2,0,0,1,0,0,0,1,0,0,0,2,2,4,4,0,0,3,0,1,7,4,5,1,0,0,3,0,2,2,1,12,5,0,2,26,2,25,20,2,0,0,0,2,1,0,2,1,5,9,6,0,1,5,0,15,1,8,3,22,1,2,0,0,0,2,0,1,1,2,1,2,4,8,1,13,2,1,0,0,1,1,0,24,1,0,3,0,27,2,1,0,3,2,0,5,7,4,2,1,6,2,21,2,1,0,0,2,2,0,7,1,0,0,50,11,5,1,9,2,5,11,0,0,0,4,0,1,0,0,0,2,6,4,0,0,35,3,17,1,5,0,0,0,7,2,1,0,0,4,0,0,3,2,10,0,3,3,0,4,7,0,0,0,0,0,0,0,0,4,0,1,0,24,0,4,0,0,5,13,1,1,0,0,3,8,1,1,4,6,0,4,0,1,3,1,3,1
Chief Wiggum,1,27,0,14,0,0,0,0,2,0,14,8,5,8,1,0,0,1,12,2,17,0,3,0,2,1,2,5,0,0,0,3,20,15,13,3,2,8,0,0,7,8,0,2,3,2,5,9,0,4,0,8,0,0,8,16,5,3,0,0,5,0,18,10,5,0,0,0,5,1,0,0,0,2,6,1,9,8,0,10,2,4,0,1,0,1,4,2,0,0,15,18,1,5,5,0,2,1,13,0,0,6,0,3,10,5,8,6,0,0,43,0,2,0,8,17,1,20,4,0,12,2,5,4,1,9,5,7,7,2,4,5,2,0,0,0,3,2,0,0,0,0,10,0,0,6,0,3,0,0,4,1,14,0,0,0,0,4,0,0,0,3,1,4,3,7,0,4,9,0,3,0,0,0,0,0,0,5,2,8,11,1,0,0,1,5,10,0,2,20,9,1,2,8,0,1,2,14,12,18,0,0,3,3,4,0,0,0,16,0,0,3,0,2,6,1,3,2,0,0,0,3,0,0,4,5,0,24,0,3,0,0,0,11,0,1,2,12,0,0,6,1,0,8,4,0,0,0,0,3,2,0,0,1,0,3,0,0,2,1,0,2,8,0,1,8,0,5,0,3,0,0,0,0,1,3,0,6,6,6,2,2,4,0,1,0,0,10,20,9,7,1,9,0,0,1,0,0,0,0,1,2,0,20,0,0,0,15,2,0,1,0,0,17,0,5,0,6,6,1,0,0,1,6,0,0,5,2,3,2,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,19,0,0,0,37,0,1,0,0,0,0,0,0,0,0,8,0,9,0,0,1,1,0,2,0,1,0,0,0,0,7,4,0,1,4,1,3,1,0,0,5,5,4,0,3,5,4,0,2,9,3,0,9,0,2,2,0,0,0,3,3,0,0,17,1,0,1,4,1,0,0,4,0,0,3,0,2,1,0,4,2,2,5,3,0,3,3,8,2,6,5,0,0,6,2,0,0,4,5,0,1,0,2,6,0,0,11,0,0,2,11,9,1,1,1,0,2,4,2,11,12,11,8,1,0,10,2,1,0,12,0,11,13,0,9,0,0,0,1,0,0,0,5,0,3,4,5,1,5,4,2,2,2,0,0,0,0,3,4,0,3,1,0,0,0,0,5,13,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,10,2,0,0,0,0,0,6,0,5,0,1,3,0,1,1,0,0,3,70,0,4,13
Krusty the Clown,0,0,0,0,0,0,0,2,1,11,0,0,2,2,77,0,0,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,2,2,0,2,1,1,0,5,1,1,0,0,2,16,0,8,0,0,3,15,1,1,0,0,0,0,0,0,17,0,2,5,0,1,0,6,0,0,54,0,2,3,1,0,0,2,0,0,0,0,1,58,0,4,0,0,0,0,0,1,1,1,0,1,0,0,3,1,3,0,0,1,0,3,1,1,0,0,0,3,2,0,6,2,0,2,0,0,2,1,6,0,1,2,6,4,0,4,0,0,6,0,2,2,0,0,0,0,0,0,0,6,32,1,0,0,4,0,4,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,16,67,0,0,0,0,0,0,1,0,5,3,0,11,5,2,0,5,20,0,0,0,0,12,0,57,0,0,0,0,1,0,5,2,0,3,0,0,36,1,0,0,5,0,0,0,2,0,10,0,1,2,2,1,1,0,0,25,0,0,6,6,0,0,1,1,11,0,2,7,7,0,0,9,1,0,0,2,3,0,0,48,0,2,2,0,5,1,0,3,36,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,11,0,20,4,2,5,2,1,0,0,0,0,0,0,0,0,71,3,2,3,0,0,0,0,0,0,3,0,2,1,0,7,0,0,0,2,2,0,0,14,0,20,0,5,14,0,1,0,0,0,0,0,6,0,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,2,0,0,6,7,2,0,2,0,3,0,4,0,0,2,1,0,0,1,5,0,0,0,0,43,3,0,0,0,0,8,0,1,4,1,0,0,2,0,0,20,6,2,0,0,1,2,0,0,0,2,0,2,0,0,1,68,0,0,5,0,1,0,0,14,0,0,1,0,0,0,0,2,0,2,0,0,2,3,2,0,0,0,0,0,2,3,0,5,0,0,7,0,0,0,2,1,19,0,3,2,1,0,82,0,0,0,0,6,45,0,0,0,1,12,0,0,0,0,0,0,0,0,3,2,5,5,23,0,0,0,0,1,2,1,1,1,13,0,4,0,10,0,1,0,0,0,0,0,2,0,0,3,1,3,10,6,0,0,0,6,0,0,0,0,0,3,0,0,0,0,1,0,3,3,0,2,0,2,0,0,49,1,0,0,0,0,0,4,0,2,5,0,2
Nelson Muntz,0,0,0,1,1,2,1,0,20,0,0,0,0,3,0,0,0,31,0,4,9,1,0,6,0,2,0,0,8,0,29,0,9,0,2,0,0,0,8,0,1,1,0,0,1,3,0,0,0,0,5,3,0,4,0,0,0,0,0,4,1,4,0,4,1,0,2,6,1,2,0,2,1,5,0,0,13,0,2,0,2,7,2,1,1,5,0,2,1,7,5,0,0,0,6,0,0,0,2,1,1,3,39,0,3,2,1,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,9,3,1,0,3,3,0,1,0,1,4,1,1,0,3,0,0,0,0,1,0,0,0,38,11,0,17,5,5,2,0,6,0,0,3,0,1,0,0,1,0,1,0,0,0,0,11,3,8,1,0,0,0,0,4,0,5,0,2,1,1,0,0,0,0,0,4,0,2,0,0,2,0,10,1,2,1,0,2,0,1,0,4,4,1,0,1,2,0,0,0,1,0,3,0,2,52,2,1,1,2,0,1,1,0,1,2,6,1,0,1,0,1,0,8,0,10,2,0,0,10,17,2,0,0,2,2,3,6,0,4,0,3,1,0,7,2,0,0,0,0,17,0,8,0,0,1,1,1,0,2,0,1,3,3,0,58,1,0,0,0,0,2,0,1,0,1,0,7,1,0,0,1,2,4,2,0,0,0,0,0,0,1,0,2,1,0,0,0,9,1,1,0,1,3,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,6,2,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,4,0,0,7,3,4,1,1,0,2,0,1,0,0,0,0,9,0,2,2,9,0,4,0,0,1,0,3,0,0,2,0,0,3,0,0,17,0,0,2,2,0,4,3,0,0,0,1,0,1,0,0,0,1,0,3,2,1,1,0,2,1,0,0,2,2,0,2,5,1,3,2,0,0,4,0,1,0,15,2,0,0,1,11,12,5,1,0,1,1,0,0,0,1,0,0,0,1,3,0,3,5,0,0,1,1,3,3,2,4,0,0,2,3,2,2,0,2,1,0,3,1,6,0,10,0,0,0,1,0,3,1,0,0,0,0,0,9,0,1,0,7,0,0,0,0,1,9,11,5,1,0,5,3,0,7,1,11,0,14,0,0,1,0,0,2
Lenny Leonard,14,0,2,0,0,0,0,3,0,3,4,1,2,0,2,0,1,0,1,0,0,2,3,0,4,0,3,4,0,3,0,1,6,0,1,4,3,3,0,1,2,4,5,13,3,0,0,6,2,3,3,0,3,1,8,6,3,2,6,0,2,0,2,1,3,7,0,0,3,4,0,4,0,4,1,4,4,2,0,0,2,2,0,2,0,5,2,0,11,1,0,0,8,0,4,1,0,0,4,2,5,1,0,0,0,3,3,5,1,3,0,0,0,3,10,7,0,5,1,2,0,0,4,3,5,5,3,1,3,13,1,6,1,0,1,8,3,4,2,7,2,4,1,1,0,2,2,0,0,1,4,0,1,0,5,0,4,2,5,1,4,0,0,2,0,2,3,0,0,0,0,1,0,1,0,1,8,4,0,5,1,2,0,0,0,1,2,0,0,0,0,12,1,0,0,2,0,0,0,3,0,0,1,1,0,6,0,0,1,0,0,3,2,3,0,0,0,4,1,1,5,4,1,0,5,2,0,0,0,0,0,2,0,2,1,7,2,0,0,0,6,3,0,0,6,0,0,1,0,3,0,2,1,0,0,12,0,0,0,0,1,0,0,0,3,0,0,2,0,1,0,0,0,1,0,1,0,0,0,3,1,2,4,13,0,0,0,1,2,0,1,1,0,4,0,5,0,0,4,1,0,1,1,0,2,0,0,0,2,0,0,0,0,0,5,0,0,12,0,2,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,2,2,0,0,0,5,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,6,8,0,6,0,0,1,0,0,0,1,0,0,0,0,2,19,0,2,3,0,0,0,2,0,0,0,1,0,0,0,0,0,4,4,0,0,3,10,9,0,1,1,0,1,0,7,2,3,0,1,0,0,0,1,1,0,6,14,9,3,0,3,1,0,1,2,3,1,2,2,3,0,0,0,0,13,0,1,2,1,3,38,9,11,1,1,0,4,8,2,0,0,0,0,3,1,7,3,5,0,1,3,3,0,3,1,0,2,5,3,1,0,15,2,5,6,5,2,1,0,3,4,0,0,6,3,0,2,0,4,7,0,2,1,5,1,4,2,9,2,6,7,2,4,1,3,0,2,2,3,5,2,1,2,3,3,1,10,0,0,1,0,9,4,2,0,3,1,2,0,5,7,1,0,0,12,5,3,0,0,2,0,0,15,1,0,2,2
Apu Nahasapeemapetilon,0,0,0,0,1,6,0,1,1,69,0,0,4,0,1,0,1,0,0,16,0,3,1,1,1,3,0,0,4,0,2,0,0,4,35,0,6,0,0,0,0,11,1,0,0,2,6,1,0,0,0,0,51,0,3,0,3,0,3,0,0,0,2,0,4,0,0,3,2,0,1,0,0,0,2,2,2,1,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,3,4,3,0,2,0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,82,2,0,0,0,1,0,3,0,0,0,2,1,1,0,0,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,16,0,1,2,0,2,5,0,0,4,0,0,0,11,0,1,0,16,0,1,2,0,0,3,4,0,1,73,2,1,0,0,0,0,0,3,2,0,1,0,0,2,0,1,0,2,9,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,5,0,0,0,2,0,0,11,3,3,1,2,0,0,11,1,0,0,48,0,0,0,0,2,1,0,0,4,0,4,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,2,1,0,0,0,22,0,2,0,0,0,0,0,0,1,2,1,1,3,0,0,2,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,2,1,0,0,1,3,3,0,1,3,0,0,0,1,0,0,0,0,0,8,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,14,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,2,0,0,1,0,1,2,0,5,0,2,0,0,0,1,2,0,0,0,0,4,1,1,1,0,0,0,1,0,0,5,0,2,1,4,3,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,4,0,0,0,7,5,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,35,1,0
Waylon Smithers,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,1,2,14,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,15,0,0,0,0,3,6,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,30,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,26,0,0,0,3,3,0,0,0,0,3,0,0,0,0,1,0,0,1,24,6,3,3,0,8,14,0,0,0,6,0,2,7,0,0,0,0,0,1,0,0,2,0,7,1,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,9,0,0,2,51,6,0,0,4,0,1,0,0,0,5,1,0,11,0,2,0,6,0,28,1,3,0,1,0,0,0,14,0,0,0,0,0,0,0,35,0,5,17,0,1,4,3,1,12,9,0,0,0,0,22,0,0,23,0,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,1,22,0,7,9,0,9,0,2,22,0,2,0,5,0,0,0,0,0,0,0,13,3,0,4,5,0,0,2,1,2,0,3,0,0,0,5,1,0,7,2,0,0,0,0,0,7,0,0,19,0,0,0,1,0,9,4,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,1,0,14,0,0,0,0,0,4,0,0,1,0,4,0,0,0,1,0,0,0,6,0,1,0,2,1,0,1,0,0,0,0,2,0,0,9,4,0,1,3,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,18,0,0,0,3
Kent Brockman,6,0,0,0,2,1,3,2,3,3,6,0,12,0,1,0,6,1,0,2,1,2,5,8,0,0,0,0,0,4,2,3,7,2,2,0,0,2,0,0,0,3,0,1,0,3,0,0,0,1,0,0,0,0,5,1,0,1,0,0,3,0,4,5,2,3,0,4,0,0,3,0,4,3,0,0,0,1,0,9,4,6,0,0,0,2,9,0,0,0,0,3,6,1,0,2,0,0,4,0,11,2,0,9,0,0,3,1,0,1,3,4,0,2,0,0,0,1,0,0,0,0,0,2,4,4,0,0,0,11,3,0,5,0,2,19,0,0,0,0,3,4,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,7,0,0,2,0,0,3,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,7,2,1,6,0,0,0,6,0,2,0,0,5,0,1,0,5,6,0,0,2,2,0,2,3,0,1,3,10,9,5,5,3,4,0,1,0,1,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,31,0,0,0,0,2,0,0,0,4,0,2,9,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,2,0,3,0,1,0,4,0,5,0,1,5,6,0,0,0,0,1,6,6,0,3,3,3,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,8,0,0,0,7,2,2,9,0,0,0,15,0,2,2,0,1,4,0,2,7,8,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,6,0,0,2,0,0,0,0,1,0,0,8,1,2,3,0,0,0,0,0,3,2,0,4,0,0,3,6,0,0,2,0,0,3,0,0,0,4,1,0,0,1,0,0,0,3,2,0,2,0,3,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,2,1,0,0,1,0,0,1,1,2,0,2,0,0,11,0,2,4,4,0,0,1,0,0,0,3,0,1,1,0,0,21,8,0,0,0,0,0,0,2,8,0,6,2,7,5,1,0,3,9,0,5,3,2,4,0,0,2,0,4,0,0,2,0,4,1,3,0,0,0,1,0,0,0,0,0,11,0,4,0,0,0,0,5,0,3,2,0,4,0,0,3,0,4,0,1,0,0,0,0,0,4,4,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,1,4
Carl Carlson,8,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,1,2,0,1,0,4,4,0,1,0,1,3,0,0,2,3,4,0,3,1,3,3,4,4,0,0,2,0,2,2,1,2,1,9,7,6,0,2,0,2,0,2,1,2,9,0,0,0,2,0,2,0,1,6,5,3,4,0,2,3,0,0,2,0,4,1,0,7,2,0,0,2,0,4,1,0,1,4,1,5,1,0,0,0,2,2,4,0,3,0,0,0,2,2,7,0,3,1,0,1,0,3,0,1,3,0,1,2,8,0,4,1,0,1,2,1,2,1,11,2,4,0,1,0,1,1,0,0,1,4,0,0,0,3,0,4,2,1,0,2,0,0,1,1,0,2,0,0,3,0,3,0,0,0,1,1,1,0,4,1,2,0,0,0,1,2,1,0,0,0,13,0,0,0,0,0,2,0,3,1,0,1,1,0,6,0,0,0,0,0,2,2,0,0,0,0,3,0,2,2,2,1,0,0,0,1,0,0,0,0,3,0,6,1,4,0,0,0,0,4,0,2,0,9,0,0,1,0,2,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,12,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,6,10,0,2,0,0,1,0,0,0,1,0,0,0,0,0,14,1,3,1,0,0,0,3,0,0,0,1,0,2,0,0,0,5,3,0,0,1,9,7,0,1,1,0,1,0,11,0,1,0,1,0,0,0,3,1,0,5,5,5,4,0,1,0,0,0,1,2,1,1,1,2,0,1,0,1,14,0,0,3,1,4,20,3,5,1,0,0,4,13,2,0,0,0,0,5,1,3,0,4,0,0,0,2,0,2,1,0,1,4,1,3,0,16,4,3,5,5,2,2,0,2,2,0,0,2,4,0,2,0,5,4,0,3,2,4,1,5,2,2,2,3,1,1,2,0,4,0,7,1,1,1,1,2,2,3,2,1,5,1,0,0,0,7,0,1,0,0,1,3,0,7,31,2,0,0,7,5,1,0,0,2,0,0,14,1,0,1,4
Edna Krabappel-Flanders,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,2,0,1,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,3,0,0,7,0,1,0,1,29,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,61,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,6,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,5,49,0,0,0,15,3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,8,0,0,0,38,0,7,0,0,11,0,0,0,7,0,0,0,7,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,1,0,6,0,2,0,0,9,0,0,0,0,0,0,0,0,26,0,0,4,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,1,1,0,0,0,1,1,0,5,0,0,0,0,0,7,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,6,5,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,1,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,0,0,4,2,0,7,0,49,4,2,0,0,0,0,2,6,0,13,0,0,0,0,0,0,0,0
Dr. Julius Hibbert,0,0,0,0,0,1,0,2,2,0,3,4,1,0,1,0,0,0,0,4,0,0,1,0,0,1,5,0,0,0,0,0,1,2,5,4,0,3,0,15,0,3,6,4,0,0,0,0,0,7,4,4,2,5,6,0,0,10,0,0,1,0,0,0,5,1,0,0,2,6,2,7,1,0,1,5,0,2,0,3,0,0,1,7,0,0,1,4,0,0,2,0,0,0,1,0,0,5,0,15,0,0,0,0,2,1,1,0,2,2,0,0,0,0,1,0,4,0,0,0,2,0,1,0,0,16,0,0,0,4,3,0,6,5,10,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,2,19,1,0,2,0,0,0,4,3,0,0,3,0,0,0,1,2,0,1,3,2,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,0,0,1,7,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,2,1,0,2,1,0,1,0,0,0,13,0,4,1,0,3,0,0,2,0,3,0,0,2,0,0,7,2,0,2,1,0,0,0,0,4,0,4,5,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,11,10,0,0,2,1,0,7,0,0,0,1,1,3,0,0,2,0,0,0,0,0,1,1,1,0,1,0,2,1,7,0,1,0,0,0,0,6,0,2,0,4,0,2,2,0,2,1,0,1,1,0,0,4,0,2,0,0,0,9,0,1,4,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,2,0,4,2,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,2,0,2,6,0,4,2,3,7,0,1,3,14,2,0,0,0,0,0,0,0,0,20,5,1,0,1,0,0,0,6,0,0,7,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,2,0,7,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0
